pl_name,Ag,pl_eqt,habitability_index
Kepler-1600 b,9.9631516091825,209.0,0.3848220675764942
Kepler-1126 c,12.585017835909634,305.0,0.3782333593887729
TOI-2134 c,7.767255912163763,306.0,0.37600784713814384
Kepler-445 d,13.1712,305.0,0.37117578259373923
Kepler-437 b,11.170407895886102,308.0,0.36138525880001543
TOI-4336 A b,11.207725169099323,308.0,0.3609744735427663
KIC 5437945 b,8.0390625,308.0,0.3595247618752828
GJ 414 A b,10.76782951900418,308.6,0.3589577410055962
Kepler-1450 b,11.964707089360832,308.0,0.35264168322685013
Kepler-1816 b,11.463063645103995,310.0,0.3357784969545511
TOI-6478 b,8.89224952741021,204.4,0.32144193807327964
Kepler-1746 b,7.2547106021303644,310.0,0.3197501654697211
Kepler-309 c,10.65538642243774,204.0,0.3119963843514597
TOI-712 d,10.695550622186174,313.6,0.30245526782741117
Kepler-505 b,10.539349112426034,314.0,0.29926966738112254
Kepler-577 b,10.610073048827376,314.0,0.2986371175543475
Kepler-1085 b,7.745489982428006,313.0,0.29818426508889717
K2-9 b,11.014716049382718,314.0,0.2950180195101649
Kepler-1318 b,9.980252478779171,202.0,0.2917873081742138
GJ 514 b,11.232339262492014,202.0,0.2810481622710237
EPIC 212737443 c,10.428269371622838,316.0,0.2771659907399559
Kepler-1635 b,9.541420118343195,200.0,0.2664078441759418
GJ 3929 c,10.95583052705772,317.0,0.26144337732290074
Kepler-610 c,9.808999081726355,318.0,0.25875542490609565
Kepler-1654 b,18.479466374117653,206.0,0.25868767028184836
Kepler-351 d,10.398194204152247,318.0,0.2542964318915206
K2-323 b,11.244444444444444,318.0,0.24789206130795396
TOI-2088 b,26.729852193538942,300.33,0.23567484123918497
TRAPPIST-1 g,10.156428359043842,197.3,0.22826268592145882
Kepler-186 e,13.063426126852255,319.0,0.22348402178744503
Kepler-169 f,10.570879153897002,321.0,0.2184909859222418
Kepler-1503 b,10.973626501581634,321.0,0.2158586503164599
Kepler-436 b,10.387902695595006,322.0,0.20812444151334364
TOI-6002 b,12.094765840220388,321.4,0.20414081712139714
G 261-6 b,11.095867768595042,322.3,0.20034507756995787
Kepler-985 b,10.119589207693346,323.0,0.19813105726495114
Kepler-1512 b,12.387245044527436,322.0,0.19574461272738433
Kepler-976 b,9.311549841852873,324.0,0.18758338751258985
Kepler-1606 b,11.298280006534577,324.0,0.17998882693341822
LP 791-18 c,11.70622916752189,324.4,0.17329990539616763
Kepler-1020 b,10.97183748845799,325.0,0.17042395516791548
Kepler-1036 b,10.081124932395893,326.0,0.16335199550961726
Kepler-152 c,10.808634302620751,326.0,0.15984833841187115
Kepler-867 b,8.830633174791915,327.0,0.15085503120173133
KOI-1783.02,4.967290224913494,321.0,0.14774848366379192
Kepler-311 d,11.333254015466986,327.0,0.1460845193666767
TOI-1386 c,6.946554811952115,327.4,0.13071527790099507
TOI-1452 b,16.896648428378473,326.0,0.13052869693935373
Kepler-1678 b,9.783945117460979,329.0,0.12941128049801698
Kepler-1700 b,10.198706234814502,329.0,0.12790307238288284
GJ 3473 c,10.498633781029076,329.1,0.12561571784891032
Kepler-236 c,11.417000000000002,329.0,0.12329308565531473
Kepler-30 d,2.9232954545454546,308.0,0.11804494924129576
Kepler-1533 b,9.659527548531525,330.0,0.1176133605840145
TOI-1231 b,11.328204165884783,329.6,0.11688568169067683
Kepler-1567 b,10.387902695595006,330.0,0.11562468972963537
Kepler-1858 b,10.761617379416313,330.0,0.1143391215018359
L 363-38 b,11.441500000000001,330.0,0.11200034399724804
Kepler-441 b,12.133402736466392,189.0,0.1118126219773109
K2-264 c,10.463284100078896,331.0,0.10382884179542134
TOI-1338 b,1.8868335700508094,254.65,0.09061589005200837
Kepler-511 b,8.04464008928018,332.0,0.08990798505216357
Kepler-249 d,12.285285407115907,332.0,0.08727819633404635
Kepler-421 b,9.117279955621303,185.0,0.06621560298156823
HD 192310 c,8.533333333333333,185.0,0.06511400353757733
Kepler-539 c,42.25994459833795,253.0,0.049522044569719044
TOI-2095 c,40.99722991689751,297.0,0.04441661973629417
HD 42618 b,9.325870170035884,337.0,0.03517894729244653
K2-152 b,10.950973474952804,337.0,0.034106322523268506
Kepler-296 e,12.391815113845103,337.0,0.03261938584742506
TOI-1806.01,9.69467326875103,337.47,0.029759912714660105
Kepler-1630 b,11.09526490273347,182.0,0.025656713526133697
Gliese 12 b,41.3243491790918,314.6,0.023378579584130848
K2-123 b,10.356280193236719,338.0,0.023146694053500737
TOI-1468 c,8.88962440562529,338.1,0.022084023281209727
GJ 1002 c,11.01487603305785,181.7,0.021861485670097953
TOI-2537 b,32.143614155633685,338.0,0.008157128203898405
TRAPPIST-1 c,10.651740181434578,339.7,0.00344151288117302
